order_id,order_date,ship_date,ship_mode,customer_name,segment,state,country,market,region,product_id,category,sub_category,products,product_features,price,sales,product_cost,quantity,discount,profit,shipping_cost,order_priority,year,days_delayed,gross_margin
US-2011-147627,2011-01-21,2011-01-27,"Standard Class","Hunter Lopez",Consumer,Arkansas,"United States",US,South,FUR-CH-10002331,Furniture,Chairs,"Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms","Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms",270.260,1067.94,843.673,3,0,224.2673999999999,85.72,Medium,2011,6,21.000
US-2011-147627,2011-01-21,2011-01-27,"Standard Class","Hunter Lopez",Consumer,Arkansas,"United States",US,South,TEC-PH-10001061,Technology,Phones,"Apple iPhone 5C","Apple iPhone 5C",68.470,699.93,517.948,7,0,181.9818,31.52,Medium,2011,6,26.000
MX-2011-146584,2011-01-21,2011-01-27,"Standard Class","Hunter Lopez",Consumer,Managua,Nicaragua,LATAM,Central,TEC-PH-10000990,Technology,Phones,"Cisco Signal Booster","with Caller ID",74.486,404.88,283.440,4,0,121.44,26.734,Low,2011,6,29.994
MG-2011-9660,2011-01-21,2011-01-27,"Standard Class","Sally Hughsby",Corporate,Ulaanbaatar,Mongolia,EMEA,EMEA,FUR-OFF-10003688,Furniture,Chairs,"Office Star Rocking Chair",Black,113.730,276.96000000000004,221.580,2,0,55.38,24.75,Medium,2011,6,19.996
CA-2011-167927,2011-01-21,2011-01-27,"Standard Class","Xylona Preis",Consumer,Michigan,"United States",US,Central,FUR-FU-10002918,Furniture,Furnishings,"Eldon ClusterMat Chair Mat with Cordless Antistatic Protection","Eldon ClusterMat Chair Mat with Cordless Antistatic Protection",70.300,272.94,242.917,3,0,30.02340000000001,20.68,Medium,2011,6,11.000
MX-2011-146584,2011-01-21,2011-01-27,"Standard Class","Hunter Lopez",Consumer,Managua,Nicaragua,LATAM,Central,TEC-PH-10003980,Technology,Phones,"Apple Signal Booster",VoIP,72.056,182.32,165.920,2,0,16.4,19.104,Low,2011,6,8.995
ES-2011-3229667,2011-01-21,2011-01-26,"Standard Class","Ryan Crowe",Consumer,"North Rhine-Westphalia",Germany,EU,Central,TEC-AC-10004070,Technology,Accessories,"Memorex Router",Programmable,229.280,495.42,262.620,2,0,232.8,18.43,Medium,2011,5,46.990
CA-2011-167927,2011-01-21,2011-01-27,"Standard Class","Xylona Preis",Consumer,Michigan,"United States",US,Central,OFF-AP-10002311,"Office Supplies",Appliances,"Holmes Replacement Filter for HEPA Air Cleaner","HEPA Filter",47.399,247.716,154.134,4,0.1,93.5816,14.53,Medium,2011,6,37.778
MX-2011-146584,2011-01-21,2011-01-27,"Standard Class","Hunter Lopez",Consumer,Managua,Nicaragua,LATAM,Central,OFF-SU-10004480,"Office Supplies",Supplies,"Fiskars Box Cutter",Serrated,12.558,107.4,61.300,5,0,46.1,8.922,Low,2011,6,42.924
CA-2011-167927,2011-01-21,2011-01-27,"Standard Class","Xylona Preis",Consumer,Michigan,"United States",US,Central,OFF-ST-10003123,"Office Supplies",Storage,"Fellowes Bases and Tops For Staxonsteel/High-Stak Systems","Fellowes Bases and Tops For Staxonsteel/High-Stak Systems",24.890,66.58,50.601,2,0,15.9792,8.4,Medium,2011,6,24.000
MG-2011-9660,2011-01-21,2011-01-27,"Standard Class","Sally Hughsby",Corporate,Ulaanbaatar,Mongolia,EMEA,EMEA,OFF-FIS-10001591,"Office Supplies",Supplies,"Fiskars Trimmer","High Speed",36.240,84.60000000000001,71.940,2,0,12.66,6.06,Medium,2011,6,14.965
MX-2011-146584,2011-01-21,2011-01-27,"Standard Class","Hunter Lopez",Consumer,Managua,Nicaragua,LATAM,Central,OFF-BI-10001002,"Office Supplies",Binders,"Avery Binder Covers",Recycled,2.404,60.96,32.320,8,0,28.64,5.215999999999999,Low,2011,6,46.982
CA-2011-167927,2011-01-21,2011-01-27,"Standard Class","Xylona Preis",Consumer,Michigan,"United States",US,Central,OFF-AR-10004456,"Office Supplies",Art,"Panasonic KP-4ABK Battery-Operated Pencil Sharpener","Panasonic KP-4ABK Battery-Operated Pencil Sharpener",9.760,43.92,31.183,3,0,12.7368,4.88,Medium,2011,6,29.000
IR-2011-3900,2011-01-21,2011-01-26,"Standard Class","Darrin Van Huff",Corporate,"Razavi Khorasan",Iran,EMEA,EMEA,OFF-ROG-10001101,"Office Supplies",Storage,"Rogers Shelving","Wire Frame",56.590,61.2,42.240,1,0,18.96,4.61,Medium,2011,5,30.980
US-2011-147774,2011-01-21,2011-01-27,"Standard Class","Muhammed MacIntyre",Corporate,Tennessee,"United States",US,South,OFF-BI-10003091,"Office Supplies",Binders,"GBC DocuBind TL200 Manual Binding Machine","GBC DocuBind TL200 Manual Binding Machine",64.194,67.194,118.709,1,0.7,-51.51539999999999,3,Medium,2011,6,-76.666
US-2011-147627,2011-01-21,2011-01-27,"Standard Class","Hunter Lopez",Consumer,Arkansas,"United States",US,South,OFF-EN-10001539,"Office Supplies",Envelopes,Staples,Staples,5.180,23.34,12.370,3,0,10.9698,2.6,Medium,2011,6,47.001
US-2011-147627,2011-01-21,2011-01-27,"Standard Class","Hunter Lopez",Consumer,Arkansas,"United States",US,South,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory",Oak,7.080,38.6,27.020,4,0,11.579999999999998,2.57,Medium,2011,6,30.000
ID-2011-63017,2011-01-21,2011-01-25,"Standard Class","Pauline Webber",Corporate,Bangkok,Thailand,APAC,"Southeast Asia",OFF-AR-10003110,"Office Supplies",Art,"Sanford Sketch Pad","Water Color",23.770,51.5796,75.960,2,0.47,-24.3804,2.02,Medium,2011,4,-47.268
CA-2011-167927,2011-01-21,2011-01-27,"Standard Class","Xylona Preis",Consumer,Michigan,"United States",US,Central,OFF-BI-10004364,"Office Supplies",Binders,"Storex Dura Pro Binders","Storex Dura Pro Binders",3.960,29.700000000000003,16.335,5,0,13.365,1.98,Medium,2011,6,45.000
MG-2011-9660,2011-01-21,2011-01-27,"Standard Class","Sally Hughsby",Corporate,Ulaanbaatar,Mongolia,EMEA,EMEA,OFF-CAM-10000497,"Office Supplies",Envelopes,"Cameo Manila Envelope","Set of 50",25.420,27,24.570,1,0,2.43,1.58,Medium,2011,6,9.000
MX-2011-146584,2011-01-21,2011-01-27,"Standard Class","Hunter Lopez",Consumer,Managua,Nicaragua,LATAM,Central,OFF-BI-10002296,"Office Supplies",Binders,"Acco Binder Covers",Economy,7.590,17.759999999999998,16.200,2,0,1.56,1.29,Low,2011,6,8.784
US-2011-147627,2011-01-21,2011-01-27,"Standard Class","Hunter Lopez",Consumer,Arkansas,"United States",US,South,OFF-AR-10002375,"Office Supplies",Art,"Newell 351","Newell 351",2.060,22.96,16.302,7,0,6.658399999999997,1.22,Medium,2011,6,28.998
CA-2011-167927,2011-01-21,2011-01-27,"Standard Class","Xylona Preis",Consumer,Michigan,"United States",US,Central,OFF-BI-10000605,"Office Supplies",Binders,"Acco Pressboard Covers with Storage Hooks","Executive Red",2.600,19.05,10.097,5,0,8.953499999999998,1.21,Medium,2011,6,46.997
CA-2011-167927,2011-01-21,2011-01-27,"Standard Class","Xylona Preis",Consumer,Michigan,"United States",US,Central,OFF-ST-10000760,"Office Supplies",Storage,"Eldon Fold 'N Roll Cart System","Eldon Fold 'N Roll Cart System",12.840,13.98,9.926,1,0,4.0542,1.14,Medium,2011,6,28.999
CA-2011-148614,2011-01-21,2011-01-26,"Standard Class","Mark Van Huff",Consumer,California,"United States",US,West,OFF-PA-10002893,"Office Supplies",Paper,"Wirebound Service Call Books","5 1/2" x 4"",8.740,19.36,10.067,2,0,9.2928,0.94,Medium,2011,5,48.001
CA-2011-167927,2011-01-21,2011-01-27,"Standard Class","Xylona Preis",Consumer,Michigan,"United States",US,Central,FUR-FU-10002268,Furniture,Furnishings,"Ultra Door Push Plate","Ultra Door Push Plate",4.200,14.73,9.869,3,0,4.860899999999999,0.71,Medium,2011,6,33.001
CA-2011-148614,2011-01-21,2011-01-26,"Standard Class","Mark Van Huff",Consumer,California,"United States",US,West,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory",Oak,9.010,19.3,13.510,2,0,5.789999999999999,0.64,Medium,2011,5,30.000
US-2011-147627,2011-01-21,2011-01-27,"Standard Class","Hunter Lopez",Consumer,Arkansas,"United States",US,South,OFF-AR-10003811,"Office Supplies",Art,"Newell 327","Newell 327",1.740,6.63,4.840,3,0,1.7901,0.47,Medium,2011,6,26.998
ES-2011-5497239,2011-01-22,2011-01-26,"Standard Class","Paul Stevenson","Home Office",Tuscany,Italy,EU,South,OFF-ST-10003102,"Office Supplies",Storage,"Rogers Lockers","Single Width",30.540,888.9299999999998,829.710,7,0.4,59.22000000000003,96.45,High,2011,4,6.662
ES-2011-5497239,2011-01-22,2011-01-26,"Standard Class","Paul Stevenson","Home Office",Tuscany,Italy,EU,South,FUR-BO-10003991,Furniture,Bookcases,"Bush Classic Bookcase",Traditional,335.600,825.36,487.020,2,0,338.34000000000003,77.08,High,2011,4,40.993
ES-2011-3906248,2011-01-22,2011-01-26,"Standard Class","Marc Harrigan","Home Office","Flemish Brabant",Belgium,EU,Central,OFF-ST-10000430,"Office Supplies",Storage,"Tenex File Cart",Blue,59.930,666.0000000000001,546.150,5,0,119.85,73.27,Medium,2011,4,17.995
ID-2011-86950,2011-01-22,2011-01-23,"First Class","Sung Shariari",Consumer,Queensland,Australia,APAC,Oceania,OFF-AR-10000751,"Office Supplies",Art,"Binney & Smith Highlighters",Blue,-17.476,59.72399999999998,93.600,6,0.4,-33.876,27.43,Critical,2011,1,-56.721
KE-2011-7940,2011-01-22,2011-01-24,"First Class","Jason Klamczynski",Corporate,Coast,Kenya,Africa,Africa,OFF-SME-10001652,"Office Supplies",Storage,"Smead Trays","Wire Frame",25.950,95.1,82.740,2,0,12.36,21.6,High,2011,2,12.997
ES-2011-1550182,2011-01-22,2011-01-26,"Standard Class","Claudia Bergmann",Corporate,Champagne-Ardenne,France,EU,Central,OFF-BI-10000538,"Office Supplies",Binders,"Acco Binding Machine",Clear,31.590,202.2,180.000,4,0,22.200000000000003,18.96,Medium,2011,4,10.979
MX-2011-143238,2011-01-22,2011-01-27,"Standard Class","Carl Ludwig",Consumer,"Santa Ana","El Salvador",LATAM,Central,FUR-BO-10003112,Furniture,Bookcases,"Sauder Floating Shelf Set",Traditional,117.811,259.44,158.280,2,0,101.16,11.909,Medium,2011,5,38.992
MX-2011-165526,2011-01-22,2011-01-26,"Standard Class","Michael Paige",Corporate,Atlántico,Colombia,LATAM,South,FUR-CH-10003392,Furniture,Chairs,"Novimex Steel Folding Chair",Red,44.589,219.28000000000003,219.280,4,0,0,10.231,Medium,2011,4,0.000
MX-2011-165526,2011-01-22,2011-01-26,"Standard Class","Michael Paige",Corporate,Atlántico,Colombia,LATAM,South,TEC-AC-10003047,Technology,Accessories,"SanDisk Keyboard",USB,45.458,108.92,81.720,2,0,27.2,9.001999999999999,Medium,2011,4,24.972
ES-2011-5497239,2011-01-22,2011-01-26,"Standard Class","Paul Stevenson","Home Office",Tuscany,Italy,EU,South,OFF-AR-10001190,"Office Supplies",Art,"Boston Canvas",Easy-Erase,48.780,53.91,41.520,1,0,12.39,5.13,High,2011,4,22.983
ES-2011-1550182,2011-01-22,2011-01-26,"Standard Class","Claudia Bergmann",Corporate,Champagne-Ardenne,France,EU,Central,TEC-PH-10004827,Technology,Phones,"Samsung Headset",Cordless,60.262,64.6425,40.320,1,0.15,24.322500000000005,4.38,Medium,2011,4,37.626
CA-2011-110422,2011-01-22,2011-01-24,"Second Class","Tom Boeckenhauer",Consumer,Florida,"United States",US,South,FUR-FU-10001889,Furniture,Furnishings,"Ultra Door Pull Handle","Ultra Door Pull Handle",4.776,25.248,21.145,3,0.2,4.102799999999999,3.64,Critical,2011,2,16.251
TU-2011-9560,2011-01-22,2011-01-27,"Standard Class","Brendan Murry",Corporate,Bursa,Turkey,EMEA,EMEA,FUR-ADV-10002889,Furniture,Furnishings,"Advantus Clock",Durable,17.008,77.47200000000001,182.160,4,0.6,-104.688,2.36,Medium,2011,5,-135.130
ID-2011-86950,2011-01-22,2011-01-23,"First Class","Sung Shariari",Consumer,Queensland,Australia,APAC,Oceania,OFF-FA-10003816,"Office Supplies",Fasteners,"Stockwell Staples",Metal,4.548,6.318,10.230,1,0.4,-3.912,1.77,Critical,2011,1,-61.918
ES-2011-3906248,2011-01-22,2011-01-26,"Standard Class","Marc Harrigan","Home Office","Flemish Brabant",Belgium,EU,Central,OFF-BI-10004722,"Office Supplies",Binders,"Avery Index Tab",Clear,5.520,11.58,8.460,2,0,3.12,0.27,Medium,2011,4,26.943
MX-2011-116393,2011-01-23,2011-01-23,"Same Day","Larry Tron",Consumer,Managua,Nicaragua,LATAM,Central,FUR-BO-10001739,Furniture,Bookcases,"Dania Classic Bookcase",Mobile,129.401,1102.0799999999997,903.760,4,0,198.32,146.119,Medium,2011,0,17.995
MX-2011-116393,2011-01-23,2011-01-23,"Same Day","Larry Tron",Consumer,Managua,Nicaragua,LATAM,Central,FUR-CH-10001490,Furniture,Chairs,"Novimex Executive Leather Armchair",Red,261.033,920.4,524.640,3,0,395.75999999999993,45.767,Medium,2011,0,42.999
MX-2011-116393,2011-01-23,2011-01-23,"Same Day","Larry Tron",Consumer,Managua,Nicaragua,LATAM,Central,OFF-SU-10002670,"Office Supplies",Supplies,"Stiletto Box Cutter","High Speed",18.434,47.96,32.160,2,0,15.8,5.546,Medium,2011,0,32.944
MX-2011-116393,2011-01-23,2011-01-23,"Same Day","Larry Tron",Consumer,Managua,Nicaragua,LATAM,Central,OFF-LA-10001634,"Office Supplies",Labels,"Harbour Creations Color Coded Labels","Laser Printer Compatible",4.990,25.8,16.020,3,0,9.78,3.61,Medium,2011,0,37.907
MX-2011-116393,2011-01-23,2011-01-23,"Same Day","Larry Tron",Consumer,Managua,Nicaragua,LATAM,Central,OFF-PA-10001456,"Office Supplies",Paper,"Eaton Memo Slips","8.5 x 11",8.653,23.84,22.200,2,0,1.64,3.2670000000000003,Medium,2011,0,6.879
SA-2011-7370,2011-01-23,2011-01-27,"Standard Class","Corey Roper","Home Office","Al Madinah","Saudi Arabia",EMEA,EMEA,OFF-OIC-10001921,"Office Supplies",Fasteners,"OIC Clamps","Assorted Sizes",15.310,34.44,22.080,2,0,12.36,1.91,Medium,2011,4,35.889
SA-2011-7370,2011-01-23,2011-01-27,"Standard Class","Corey Roper","Home Office","Al Madinah","Saudi Arabia",EMEA,EMEA,OFF-IBI-10002486,"Office Supplies",Binders,"Ibico Index Tab",Clear,8.330,8.91,7.320,1,0,1.59,0.58,Medium,2011,4,17.845
EN-2011-70,2011-01-24,2011-01-24,"Same Day","Ann Blume",Corporate,Harjumaa,Estonia,EMEA,EMEA,TEC-CIS-10002344,Technology,Phones,"Cisco Smart Phone","Full Size",416.660,1302.78,1016.220,2,0,286.56,234.73,Medium,2011,0,21.996
EN-2011-70,2011-01-24,2011-01-24,"Same Day","Ann Blume",Corporate,Harjumaa,Estonia,EMEA,EMEA,OFF-BRE-10004436,"Office Supplies",Appliances,"Breville Stove",Black,427.400,560.97,499.290,1,0,61.67999999999999,133.57,Medium,2011,0,10.995
ES-2011-3060159,2011-01-24,2011-01-29,"Standard Class","Christine Phan",Corporate,"North Rhine-Westphalia",Germany,EU,Central,TEC-CO-10004078,Technology,Copiers,"Sharp Fax Machine",Laser,229.550,591.3,538.140,2,0,53.16,66.1,Medium,2011,5,8.990
IT-2011-2413417,2011-01-24,2011-01-26,"First Class","Shirley Jackson",Consumer,Emilia-Romagna,Italy,EU,South,FUR-CH-10004685,Furniture,Chairs,"Harbour Creations Swivel Stool","Set of Two",43.088,72.94800000000001,129.510,1,0.6,-56.562,29.86,Critical,2011,2,-77.537
IN-2011-85459,2011-01-24,2011-01-30,"Standard Class","Jill Matthias",Consumer,Wellington,"New Zealand",APAC,Oceania,OFF-EN-10003770,"Office Supplies",Envelopes,"Kraft Manila Envelope","with clear poly window",10.000,420.42,273.420,14,0,147,20.03,Medium,2011,6,34.965
IN-2011-85459,2011-01-24,2011-01-30,"Standard Class","Jill Matthias",Consumer,Wellington,"New Zealand",APAC,Oceania,FUR-FU-10000702,Furniture,Furnishings,"Tenex Frame",Black,93.060,219.96,211.200,2,0,8.76,16.92,Medium,2011,6,3.983
EN-2011-70,2011-01-24,2011-01-24,"Same Day","Ann Blume",Corporate,Harjumaa,Estonia,EMEA,EMEA,FUR-HON-10000722,Furniture,Chairs,"Hon Rocking Chair",Adjustable,117.950,133.11,69.240,1,0,63.87,15.16,Medium,2011,0,47.983
IT-2011-2413417,2011-01-24,2011-01-26,"First Class","Shirley Jackson",Consumer,Emilia-Romagna,Italy,EU,South,FUR-CH-10003540,Furniture,Chairs,"Office Star Bag Chairs","Set of Two",10.376,69.22800000000001,164.430,3,0.6,-95.20199999999998,12.7,Critical,2011,2,-137.520
IN-2011-85459,2011-01-24,2011-01-30,"Standard Class","Jill Matthias",Consumer,Wellington,"New Zealand",APAC,Oceania,OFF-AR-10000340,"Office Supplies",Art,"Boston Pens","Water Color",5.460,139.20000000000002,73.920,8,0,65.28,11.94,Medium,2011,6,46.897
IT-2011-2413417,2011-01-24,2011-01-26,"First Class","Shirley Jackson",Consumer,Emilia-Romagna,Italy,EU,South,OFF-PA-10003899,"Office Supplies",Paper,"SanDisk Memo Slips",Multicolor,7.230,55.17,52.470,3,0,2.7,11.16,Critical,2011,2,4.894
IN-2011-20737,2011-01-24,2011-01-29,"Standard Class","Lena Creighton",Consumer,"Northern Territory",Australia,APAC,Oceania,TEC-AC-10001438,Technology,Accessories,"SanDisk Flash Drive",Programmable,27.016,110.808,102.240,3,0.1,8.567999999999994,9.92,Medium,2011,5,7.732
IT-2011-2413417,2011-01-24,2011-01-26,"First Class","Shirley Jackson",Consumer,Emilia-Romagna,Italy,EU,South,OFF-FA-10004310,"Office Supplies",Fasteners,"Advantus Staples","12 Pack",5.050,41.16,38.280,4,0,2.88,5.24,Critical,2011,2,6.997
IT-2011-2413417,2011-01-24,2011-01-26,"First Class","Shirley Jackson",Consumer,Emilia-Romagna,Italy,EU,South,OFF-LA-10004007,"Office Supplies",Labels,"Harbour Creations Color Coded Labels",Adjustable,6.080,53.99999999999999,46.500,5,0,7.5,4.72,Critical,2011,2,13.889
CA-2011-102645,2011-01-24,2011-01-29,"Standard Class","Ionia McGrath",Consumer,Nevada,"United States",US,West,OFF-PA-10001804,"Office Supplies",Paper,"Xerox 195","Xerox 195",2.370,40.08,20.842,6,0,19.2384,4.31,Medium,2011,5,47.999
IN-2011-10552,2011-01-24,2011-01-30,"Standard Class","Chuck Clark","Home Office","Madhya Pradesh",India,APAC,"Central Asia",OFF-LA-10004430,"Office Supplies",Labels,"Avery Shipping Labels","Laser Printer Compatible",7.580,59.25,31.500,5,0,27.750000000000004,4.27,Medium,2011,6,46.835
MA-2011-3960,2011-01-24,2011-01-30,"Standard Class","Greg Hansen",Consumer,Atsinanana,Madagascar,Africa,Africa,OFF-AVE-10003558,"Office Supplies",Labels,"Avery Round Labels",Alphabetical,3.390,41.75999999999999,32.580,6,0,9.18,3.57,Medium,2011,6,21.983
ES-2011-5158376,2011-01-24,2011-01-26,"Second Class","Joni Sundaresam","Home Office",Sicily,Italy,EU,South,OFF-AR-10003005,"Office Supplies",Art,"Boston Markers",Fluorescent,24.300,27.630000000000003,23.490,1,0,4.14,3.33,High,2011,2,14.984
IN-2011-64557,2011-01-24,2011-01-29,"Standard Class","Mitch Webber",Consumer,"Sumatera Utara",Indonesia,APAC,"Southeast Asia",OFF-BI-10002885,"Office Supplies",Binders,"Avery Hole Reinforcements",Recycled,2.759,11.877300000000002,7.650,3,0.17,4.227299999999999,1.2,Medium,2011,5,35.591
CA-2011-146997,2011-01-24,2011-01-28,"Standard Class","Speros Goranitis",Consumer,Indiana,"United States",US,Central,OFF-FA-10003467,"Office Supplies",Fasteners,"Alliance Big Bands Rubber Bands",12/Pack,1.030,5.94,5.940,3,0,0,0.95,High,2011,4,0.000
TU-2011-8930,2011-01-24,2011-01-28,"Standard Class","Janet Martin",Consumer,Afyonkarahisar,Turkey,EMEA,EMEA,OFF-OIC-10001056,"Office Supplies",Fasteners,"OIC Clamps","12 Pack",6.740,15.360000000000005,19.200,2,0.6,-3.84,0.94,Medium,2011,4,-25.000
ES-2011-3060159,2011-01-24,2011-01-29,"Standard Class","Christine Phan",Corporate,"North Rhine-Westphalia",Germany,EU,Central,OFF-BI-10002986,"Office Supplies",Binders,"Avery Binder Covers",Recycled,10.810,11.43,7.320,1,0,4.11,0.62,Medium,2011,5,35.958
ES-2011-3104322,2011-01-25,2011-01-29,"Standard Class","Frank Olsen",Consumer,Poitou-Charentes,France,EU,Central,OFF-AR-10001720,"Office Supplies",Art,"Stanley Canvas",Blue,15.930,445.23,374.220,9,0,71.00999999999999,33.54,Medium,2011,4,15.949
NI-2011-7750,2011-01-25,2011-01-28,"Second Class","Gary Hwang",Consumer,Kwara,Nigeria,Africa,Africa,TEC-PAN-10002454,Technology,Machines,"Panasonic Phone",Red,5.987,147.58200000000002,329.760,6,0.7,-182.178,18.61,Medium,2011,3,-123.442
ES-2011-4880899,2011-01-25,2011-01-30,"Standard Class","Aimee Bixby",Consumer,Ile-de-France,France,EU,Central,OFF-AR-10001228,"Office Supplies",Art,"Stanley Markers","Water Color",8.440,177.65999999999997,119.070,7,0,58.59,16.94,Medium,2011,5,32.979
ES-2011-3746760,2011-01-25,2011-02-01,"Standard Class","Filia McAdams",Corporate,"North Rhine-Westphalia",Germany,EU,Central,OFF-BI-10001192,"Office Supplies",Binders,"Cardinal Binder",Clear,4.350,132.89999999999998,129.000,10,0,3.9,8.94,Medium,2011,76,2.935
ES-2011-3104322,2011-01-25,2011-01-29,"Standard Class","Frank Olsen",Consumer,Poitou-Charentes,France,EU,Central,OFF-AR-10002640,"Office Supplies",Art,"Boston Pens",Blue,7.580,71.10000000000001,69.750,5,0,1.35,6.64,Medium,2011,4,1.899
SF-2011-2290,2011-01-25,2011-01-26,"First Class","Brad Thomas","Home Office","Free State","South Africa",Africa,Africa,OFF-SAN-10001128,"Office Supplies",Art,"Sanford Pens",Easy-Erase,4.840,45.48,35.040,4,0,10.44,6.53,High,2011,1,22.955
MX-2011-161508,2011-01-25,2011-01-29,"Standard Class","Bart Pistole",Corporate,Veracruz,Mexico,LATAM,North,OFF-EN-10004525,"Office Supplies",Envelopes,"GlobeWeis Peel and Seal",Security-Tint,11.409,31.72,21.600,2,0,10.12,4.451,High,2011,4,31.904
IN-2011-53658,2011-01-25,2011-01-27,"First Class","Luke Weiss",Consumer,Hunan,China,APAC,"North Asia",OFF-PA-10000453,"Office Supplies",Paper,"Xerox Cards & Envelopes","8.5 x 11",45.940,98.22,63.900,2,0,34.32,3.17,High,2011,2,34.942
MX-2011-162936,2011-01-25,2011-01-29,"Second Class","Sue Ann Reed",Consumer,Guantánamo,Cuba,LATAM,Caribbean,OFF-PA-10001091,"Office Supplies",Paper,"Eaton Computer Printout Paper",Recycled,15.878,17.64,11.660,1,0,5.98,1.762,Medium,2011,4,33.900
ES-2011-3746760,2011-01-25,2011-02-01,"Standard Class","Filia McAdams",Corporate,"North Rhine-Westphalia",Germany,EU,Central,FUR-FU-10004689,Furniture,Furnishings,"Advantus Light Bulb","Duo Pack",18.980,20.13,16.110,1,0,4.0200000000000005,1.15,Medium,2011,76,19.970
NI-2011-7750,2011-01-25,2011-01-28,"Second Class","Gary Hwang",Consumer,Kwara,Nigeria,Africa,Africa,OFF-BIN-10001385,"Office Supplies",Art,"Binney & Smith Pens",Fluorescent,3.680,3.960000000000001,12.960,1,0.7,-9,0.28,Medium,2011,3,-227.273
ID-2011-36011,2011-01-26,2011-01-27,"First Class","Heather Kirkland",Corporate,"Jawa Barat",Indonesia,APAC,"Southeast Asia",FUR-CH-10003950,Furniture,Chairs,"Novimex Executive Leather Armchair",Black,241.633,334.3035,444.240,1,0.27,-109.9365,92.67,High,2011,1,-32.885
TU-2011-5460,2011-01-26,2011-01-31,"Standard Class","Jay Fein",Consumer,Izmir,Turkey,EMEA,EMEA,FUR-SAF-10004252,Furniture,Chairs,"SAFCO Executive Leather Armchair",Adjustable,138.218,1113.408,2588.760,6,0.6,-1475.352,47.35,Medium,2011,5,-132.508
IT-2011-4233239,2011-01-26,2011-01-30,"Standard Class","Allen Rosenblatt",Corporate,Lisboa,Portugal,EU,South,TEC-CO-10001926,Technology,Copiers,"Hewlett Wireless Fax",Laser,156.105,570.285,787.050,3,0.5,-216.765,33.99,Medium,2011,4,-38.010
MO-2011-3300,2011-01-26,2011-01-31,"Standard Class","Nat Carroll",Consumer,Fès-Boulemane,Morocco,Africa,Africa,TEC-KON-10003211,Technology,Machines,"Konica Inkjet",White,282.890,310.59000000000003,192.570,1,0,118.02,27.7,High,2011,5,37.999
SL-2011-6640,2011-01-26,2011-01-30,"Standard Class","Sally Hughsby",Corporate,Southern,"Sierra Leone",Africa,Africa,OFF-KIT-10002678,"Office Supplies",Appliances,"KitchenAid Coffee Grinder",Silver,45.590,284.88,225.120,4,0,59.760000000000005,25.63,Medium,2011,4,20.977
ES-2011-4436456,2011-01-26,2011-01-26,"Same Day","Hunter Glantz",Consumer,Champagne-Ardenne,France,EU,Central,FUR-BO-10004620,Furniture,Bookcases,"Safco Stackable Bookrack",Mobile,34.842,119.184,262.260,2,0.6,-143.07599999999996,24.75,Medium,2011,0,-120.046
TU-2011-5460,2011-01-26,2011-01-31,"Standard Class","Jay Fein",Consumer,Izmir,Turkey,EMEA,EMEA,OFF-SME-10000746,"Office Supplies",Storage,"Smead Lockers",Industrial,59.630,318.24,572.880,4,0.6,-254.63999999999996,19.93,Medium,2011,5,-80.015
IR-2011-3890,2011-01-26,2011-01-28,"First Class","Bradley Talbott","Home Office",Markazi,Iran,EMEA,EMEA,TEC-ENE-10004627,Technology,Accessories,"Enermax Router",Erganomic,236.440,256.14000000000004,153.690,1,0,102.45,19.7,High,2011,2,39.998
MO-2011-3300,2011-01-26,2011-01-31,"Standard Class","Nat Carroll",Consumer,Fès-Boulemane,Morocco,Africa,Africa,"TEC-HP -10001905",Technology,Copiers,"HP Personal Copier",Laser,107.150,124.29,82.050,1,0,42.24,17.14,High,2011,5,33.985
IN-2011-31496,2011-01-26,2011-01-28,"Second Class","Nathan Mautz","Home Office",Telangana,India,APAC,"Central Asia",OFF-PA-10000070,"Office Supplies",Paper,"Eaton Computer Printout Paper",Recycled,12.640,79.38,54.000,3,0,25.379999999999995,13.82,High,2011,2,31.973
IN-2011-76198,2011-01-26,2011-02-01,"Standard Class","Anna Andreadi",Consumer,Telangana,India,APAC,"Central Asia",OFF-AR-10002256,"Office Supplies",Art,"BIC Sketch Pad",Easy-Erase,35.710,342.50999999999993,287.910,7,0,54.60000000000001,13.22,Low,2011,75,15.941
IT-2011-2536577,2011-01-26,2011-01-29,"Second Class","Alan Shonely",Consumer,Languedoc-Roussillon,France,EU,Central,OFF-SU-10003072,"Office Supplies",Supplies,"Elite Trimmer",Serrated,25.910,345.33000000000004,183.060,9,0,162.27,12.46,Medium,2011,3,46.990
IN-2011-15270,2011-01-26,2011-01-31,"Standard Class","Christina Anderson",Consumer,"Jawa Tengah",Indonesia,APAC,"Southeast Asia",OFF-ST-10004365,"Office Supplies",Storage,"Fellowes Shelving","Wire Frame",34.995,141.7059,90.540,3,0.17,51.1659,12.24,Medium,2011,5,36.107
